groups	cs_A	cs_B	cs_D
OG0010117	TraesCS3A02G028300.1	TraesCS3B02G018500.1	TraesCS3D02G017600.1
OG0010118	TraesCS3A02G028400.1	TraesCS3B02G018600.1	TraesCS3D02G017500.1
OG0010119	TraesCS3A02G028900.1	TraesCS3B02G027000.1	TraesCS3D02G017000.1
OG0010120	TraesCS3A02G029100.1	TraesCS3B02G027900.1	TraesCS3D02G016400.1
OG0010121	TraesCS3A02G029800.2	TraesCS3B02G028700.2	TraesCS3D02G015800.1
OG0010122	TraesCS3A02G030700.1	TraesCS3B02G032000.1	TraesCS3D02G028900.1
OG0010123	TraesCS3A02G032000.1	TraesCS3B02G052200.1	TraesCS3D02G029500.1
OG0010124	TraesCS3A02G032200.1	TraesCS3B02G052400.1	TraesCS3D02G029300.1
OG0010126	TraesCS3A02G034400.1	TraesCS3B02G050000.1	TraesCS3D02G045900.1
OG0010127	TraesCS3A02G035600.1	TraesCS3B02G048400.1	TraesCS3D02G044300.1
OG0010128	TraesCS3A02G035800.1	TraesCS3B02G048200.1	TraesCS3D02G044200.1
OG0010129	TraesCS3A02G035900.1	TraesCS3B02G048100.1	TraesCS3D02G044100.1
OG0010130	TraesCS3A02G036000.1	TraesCS3B02G048000.1	TraesCS3D02G044000.1
OG0010131	TraesCS3A02G036100.1	TraesCS3B02G047900.1	TraesCS3D02G043900.1
OG0010132	TraesCS3A02G036200.1	TraesCS3B02G047800.2	TraesCS3D02G043800.2
OG0010133	TraesCS3A02G036300.1	TraesCS3B02G047700.1	TraesCS3D02G043700.1
OG0010134	TraesCS3A02G036600.1	TraesCS3B02G047300.2	TraesCS3D02G043500.2
OG0010135	TraesCS3A02G036700.1	TraesCS3B02G047200.1	TraesCS3D02G043400.1
OG0010136	TraesCS3A02G036800.2	TraesCS3B02G047100.1	TraesCS3D02G043300.1
OG0010137	TraesCS3A02G037000.1	TraesCS3B02G046900.1	TraesCS3D02G042700.1
OG0010138	TraesCS3A02G037100.1	TraesCS3B02G046800.2	TraesCS3D02G042600.1
OG0010139	TraesCS3A02G037200.1	TraesCS3B02G046700.1	TraesCS3D02G042500.1
OG0010140	TraesCS3A02G037400.1	TraesCS3B02G046300.1	TraesCS3D02G042200.1
OG0010141	TraesCS3A02G037600.1	TraesCS3B02G046100.1	TraesCS3D02G041900.1
OG0010142	TraesCS3A02G037700.1	TraesCS3B02G045900.1	TraesCS3D02G041800.1
OG0010143	TraesCS3A02G038000.1	TraesCS3B02G045700.2	TraesCS3D02G041600.1
OG0010144	TraesCS3A02G038200.1	TraesCS3B02G045600.1	TraesCS3D02G041700.1
OG0010145	TraesCS3A02G038300.1	TraesCS3B02G045500.1	TraesCS3D02G041500.1
OG0010146	TraesCS3A02G039000.1	TraesCS3B02G044500.1	TraesCS3D02G040900.1
OG0010147	TraesCS3A02G040100.1	TraesCS3B02G043300.1	TraesCS3D02G040000.1
OG0010148	TraesCS3A02G040500.1	TraesCS3B02G043100.1	TraesCS3D02G039800.1
OG0010149	TraesCS3A02G041000.1	TraesCS3B02G042600.1	TraesCS3D02G039200.1
OG0010150	TraesCS3A02G041200.1	TraesCS3B02G042400.1	TraesCS3D02G039000.1
OG0010151	TraesCS3A02G041700.1	TraesCS3B02G042000.1	TraesCS3D02G038600.1
OG0010152	TraesCS3A02G041800.1	TraesCS3B02G041900.1	TraesCS3D02G038500.1
OG0010153	TraesCS3A02G041900.1	TraesCS3B02G041800.1	TraesCS3D02G038400.1
OG0010154	TraesCS3A02G042100.1	TraesCS3B02G041700.1	TraesCS3D02G038300.1
OG0010156	TraesCS3A02G042400.1	TraesCS3B02G041200.1	TraesCS3D02G038100.1
OG0010157	TraesCS3A02G042600.1	TraesCS3B02G040900.3	TraesCS3D02G038000.3
OG0010158	TraesCS3A02G042700.1	TraesCS3B02G040800.1	TraesCS3D02G037900.1
OG0010159	TraesCS3A02G042900.1	TraesCS3B02G040600.1	TraesCS3D02G037800.1
OG0010160	TraesCS3A02G043000.1	TraesCS3B02G040400.1	TraesCS3D02G037600.1
OG0010161	TraesCS3A02G043100.1	TraesCS3B02G040300.1	TraesCS3D02G037500.1
OG0010162	TraesCS3A02G043300.1	TraesCS3B02G040200.1	TraesCS3D02G037400.1
OG0010163	TraesCS3A02G043400.1	TraesCS3B02G040100.1	TraesCS3D02G037300.1
OG0010164	TraesCS3A02G043600.1	TraesCS3B02G040000.1	TraesCS3D02G037200.1
OG0010165	TraesCS3A02G043700.1	TraesCS3B02G039900.1	TraesCS3D02G037100.1
OG0010166	TraesCS3A02G043800.1	TraesCS3B02G039800.1	TraesCS3D02G037000.1
OG0010167	TraesCS3A02G044100.1	TraesCS3B02G039500.1	TraesCS3D02G036700.1
OG0010168	TraesCS3A02G044500.1	TraesCS3B02G039300.1	TraesCS3D02G036400.1
OG0010169	TraesCS3A02G044700.1	TraesCS3B02G039100.1	TraesCS3D02G036200.1
OG0010170	TraesCS3A02G044800.1	TraesCS3B02G039000.1	TraesCS3D02G036100.1
OG0010171	TraesCS3A02G045200.1	TraesCS3B02G038900.1	TraesCS3D02G036000.1
OG0010172	TraesCS3A02G046300.1	TraesCS3B02G037100.1	TraesCS3D02G033900.1
OG0010173	TraesCS3A02G046600.1	TraesCS3B02G036200.1	TraesCS3D02G033400.1
OG0010174	TraesCS3A02G046700.1	TraesCS3B02G036600.1	TraesCS3D02G033300.1
OG0010175	TraesCS3A02G046800.1	TraesCS3B02G036000.1	TraesCS3D02G033100.1
OG0010176	TraesCS3A02G046900.1	TraesCS3B02G035900.2	TraesCS3D02G033000.1
OG0010177	TraesCS3A02G047000.1	TraesCS3B02G035700.1	TraesCS3D02G032800.1
OG0010178	TraesCS3A02G047200.1	TraesCS3B02G035600.1	TraesCS3D02G032700.1
OG0010179	TraesCS3A02G047700.3	TraesCS3B02G034500.5	TraesCS3D02G032000.4
OG0010180	TraesCS3A02G047800.1	TraesCS3B02G034400.1	TraesCS3D02G031900.1
OG0010181	TraesCS3A02G048000.1	TraesCS3B02G034100.1	TraesCS3D02G031400.1
OG0010183	TraesCS3A02G049700.1	TraesCS3B02G055800.1	TraesCS3D02G049200.1
OG0010184	TraesCS3A02G050300.1	TraesCS3B02G059100.1	TraesCS3D02G049700.1
OG0010185	TraesCS3A02G050400.1	TraesCS3B02G059200.1	TraesCS3D02G049900.1
OG0010186	TraesCS3A02G051100.1	TraesCS3B02G060100.1	TraesCS3D02G050700.1
OG0010187	TraesCS3A02G051200.1	TraesCS3B02G060400.1	TraesCS3D02G050800.1
OG0010188	TraesCS3A02G051800.1	TraesCS3B02G060500.1	TraesCS3D02G050900.1
OG0010189	TraesCS3A02G052100.2	TraesCS3B02G060600.1	TraesCS3D02G051000.3
OG0010191	TraesCS3A02G052700.1	TraesCS3B02G061700.1	TraesCS3D02G051800.1
OG0010192	TraesCS3A02G053900.1	TraesCS4B02G325600.1	TraesCS4D02G322500.1
OG0010193	TraesCS3A02G054100.1	TraesCS3B02G065200.1	TraesCS3D02G053600.1
OG0010194	TraesCS3A02G054700.1	TraesCS3B02G066200.1	TraesCS3D02G054200.1
OG0010195	TraesCS3A02G054800.1	TraesCS3B02G066100.1	TraesCS3D02G054100.1
OG0010197	TraesCS3A02G055100.2	TraesCS3B02G067400.1	TraesCS3D02G054400.1
OG0010198	TraesCS3A02G055300.2	TraesCS3B02G067300.2	TraesCS3D02G054600.1
OG0010199	TraesCS3A02G055500.1	TraesCS3B02G067900.1	TraesCS3D02G055400.1
OG0010200	TraesCS3A02G055800.1	TraesCS3B02G068300.1	TraesCS3D02G055700.1
OG0010201	TraesCS3A02G056000.1	TraesCS3B02G068800.1	TraesCS3D02G056100.1
OG0010202	TraesCS3A02G056100.1	TraesCS3B02G068900.1	TraesCS3D02G056200.1
OG0010203	TraesCS3A02G057100.1	TraesCS3B02G070100.1	TraesCS3D02G056800.1
OG0010204	TraesCS3A02G057300.1	TraesCS3B02G069700.1	TraesCS3D02G057200.2
OG0010205	TraesCS3A02G057800.1	TraesCS3B02G070500.1	TraesCS3D02G058200.1
OG0010206	TraesCS3A02G058100.1	TraesCS3B02G070600.1	TraesCS3D02G058300.1
OG0010207	TraesCS3A02G058200.1	TraesCS3B02G070700.1	TraesCS3D02G058400.1
OG0010208	TraesCS3A02G059500.1	TraesCS3B02G072100.1	TraesCS3D02G409500.1
OG0010209	TraesCS3A02G059600.1	TraesCS3B02G072200.1	TraesCS3D02G059900.1
OG0010210	TraesCS3A02G059900.1	TraesCS3B02G072500.1	TraesCS3D02G060100.1
OG0010211	TraesCS3A02G060800.1	TraesCS3B02G073500.1	TraesCS3D02G060800.1
OG0010212	TraesCS3A02G061100.1	TraesCS3B02G073600.1	TraesCS3D02G060900.1
OG0010213	TraesCS3A02G061200.1	TraesCS3B02G073700.1	TraesCS3D02G061000.1
OG0010214	TraesCS3A02G061300.1	TraesCS3B02G073900.1	TraesCS3D02G061100.1
OG0010215	TraesCS3A02G061500.1	TraesCS3B02G074200.1	TraesCS3D02G061400.1
OG0010216	TraesCS3A02G062600.1	TraesCS3B02G074700.1	TraesCS3D02G062200.1
OG0010217	TraesCS3A02G064000.1	TraesCS3B02G076600.1	TraesCS3D02G063900.1
OG0010218	TraesCS3A02G064500.1	TraesCS3B02G077100.1	TraesCS3D02G064900.1
OG0010219	TraesCS3A02G065000.1	TraesCS3B02G078200.1	TraesCS3D02G065700.1
OG0010220	TraesCS3A02G065100.2	TraesCS3B02G078600.1	TraesCS3D02G065800.1
OG0010221	TraesCS3A02G065200.1	TraesCS3B02G078700.1	TraesCS3D02G065900.1
OG0010223	TraesCS3A02G065500.1	TraesCS3B02G078900.1	TraesCS3D02G066000.1
OG0010224	TraesCS3A02G066600.1	TraesCS3B02G079300.1	TraesCS3D02G066300.1
OG0010225	TraesCS3A02G066800.1	TraesCS3B02G079600.1	TraesCS3D02G066500.1
OG0010226	TraesCS3A02G067200.1	TraesCS3B02G080000.1	TraesCS3D02G066800.1
OG0010227	TraesCS3A02G067400.1	TraesCS3B02G080600.1	TraesCS3D02G067400.1
OG0010228	TraesCS3A02G067700.1	TraesCS3B02G080200.1	TraesCS3D02G067500.1
OG0010229	TraesCS3A02G067800.1	TraesCS3B02G080300.1	TraesCS3D02G067600.2
OG0010230	TraesCS3A02G069700.1	TraesCS3B02G081800.1	TraesCS3D02G068600.4
OG0010231	TraesCS3A02G071500.1	TraesCS3B02G085300.1	TraesCS3D02G070700.1
OG0010232	TraesCS3A02G072400.2	TraesCS3B02G086400.1	TraesCS3D02G072000.1
OG0010233	TraesCS3A02G072900.1	TraesCS3B02G086900.1	TraesCS3D02G072700.1
OG0010234	TraesCS3A02G073000.1	TraesCS3B02G087000.1	TraesCS3D02G072800.1
OG0010235	TraesCS3A02G073200.1	TraesCS3B02G087300.1	TraesCS3D02G072900.1
OG0010236	TraesCS3A02G073300.1	TraesCS3B02G087400.1	TraesCS3D02G073000.1
OG0010237	TraesCS3A02G073400.2	TraesCS3B02G087600.1	TraesCS3D02G073100.1
OG0010238	TraesCS3A02G073500.1	TraesCS3B02G087800.1	TraesCS3D02G073300.1
OG0010239	TraesCS3A02G074000.1	TraesCS3B02G088300.3	TraesCS3D02G073700.1
OG0010240	TraesCS3A02G075000.1	TraesCS3B02G088900.1	TraesCS3D02G074800.2
OG0010241	TraesCS3A02G075100.1	TraesCS3B02G089000.1	TraesCS3D02G074900.1
OG0010242	TraesCS3A02G075300.1	TraesCS3B02G089200.2	TraesCS3D02G075300.1
OG0010243	TraesCS3A02G075600.1	TraesCS3B02G089700.1	TraesCS3D02G075700.1
OG0010244	TraesCS3A02G075700.1	TraesCS3B02G089800.1	TraesCS3D02G075800.1
OG0010246	TraesCS3A02G075900.1	TraesCS3B02G090000.1	TraesCS3D02G076000.1
OG0010247	TraesCS3A02G076200.1	TraesCS3B02G090100.1	TraesCS3D02G076200.1
OG0010248	TraesCS3A02G076300.1	TraesCS3B02G090200.1	TraesCS3D02G076300.1
OG0010249	TraesCS3A02G076400.1	TraesCS3B02G090300.1	TraesCS3D02G076500.1
OG0010250	TraesCS3A02G076900.1	TraesCS3B02G091100.1	TraesCS3D02G077100.1
OG0010251	TraesCS3A02G077500.1	TraesCS3B02G091900.1	TraesCS3D02G077600.1
OG0010252	TraesCS3A02G077600.1	TraesCS3B02G092400.1	TraesCS3D02G078200.1
OG0010253	TraesCS3A02G077700.1	TraesCS3B02G092500.1	TraesCS3D02G078300.1
OG0010254	TraesCS3A02G077800.1	TraesCS3B02G092700.1	TraesCS3D02G078400.1
OG0010255	TraesCS3A02G077900.1	TraesCS3B02G092800.1	TraesCS3D02G078500.1
OG0010256	TraesCS3A02G078100.1	TraesCS3B02G093000.1	TraesCS3D02G078600.1
OG0010257	TraesCS3A02G078300.1	TraesCS3B02G093200.1	TraesCS3D02G078800.1
OG0010258	TraesCS3A02G078400.1	TraesCS3B02G093300.1	TraesCS3D02G078900.1
OG0010259	TraesCS3A02G078500.1	TraesCS3B02G093400.1	TraesCS3D02G079000.2
OG0010260	TraesCS3A02G078600.2	TraesCS3B02G093500.2	TraesCS3D02G079100.1
OG0010261	TraesCS3A02G078700.1	TraesCS3B02G093800.2	TraesCS3D02G079200.2
OG0010262	TraesCS3A02G078800.2	TraesCS3B02G093900.1	TraesCS3D02G079300.2
OG0010263	TraesCS3A02G078900.3	TraesCS3B02G094000.1	TraesCS3D02G079400.3
OG0010264	TraesCS3A02G079200.2	TraesCS3B02G094400.5	TraesCS3D02G079600.2
OG0010265	TraesCS3A02G079400.1	TraesCS3B02G094700.1	TraesCS3D02G079800.1
OG0010266	TraesCS3A02G079500.1	TraesCS3B02G094800.1	TraesCS3D02G079900.1
OG0010267	TraesCS3A02G080700.1	TraesCS3B02G095100.2	TraesCS3D02G080400.2
OG0010268	TraesCS3A02G080800.1	TraesCS3B02G095400.1	TraesCS3D02G080700.1
OG0010269	TraesCS3A02G080900.1	TraesCS3B02G095500.1	TraesCS3D02G080800.1
OG0010270	TraesCS3A02G081000.1	TraesCS3B02G095700.1	TraesCS3D02G080900.1
OG0010271	TraesCS3A02G081100.3	TraesCS3B02G095900.1	TraesCS3D02G081100.1
OG0010272	TraesCS3A02G081300.1	TraesCS3B02G096200.1	TraesCS3D02G081300.1
OG0010273	TraesCS3A02G081400.1	TraesCS3B02G096400.1	TraesCS3D02G081400.1
OG0010274	TraesCS3A02G081800.1	TraesCS3B02G096900.1	TraesCS3D02G082100.1
OG0010275	TraesCS3A02G081900.1	TraesCS3B02G097000.1	TraesCS3D02G082200.2
OG0010276	TraesCS3A02G082100.1	TraesCS3B02G097200.1	TraesCS3D02G082300.1
OG0010277	TraesCS3A02G082300.1	TraesCS3B02G097400.1	TraesCS3D02G082400.2
OG0010278	TraesCS3A02G082400.1	TraesCS3B02G097500.1	TraesCS3D02G082500.1
OG0010279	TraesCS3A02G082600.1	TraesCS3B02G097700.1	TraesCS3D02G083500.1
OG0010280	TraesCS3A02G082700.1	TraesCS3B02G097800.1	TraesCS3D02G083400.1
OG0010281	TraesCS3A02G082800.1	TraesCS3B02G097900.1	TraesCS3D02G083200.1
OG0010282	TraesCS3A02G083000.1	TraesCS3B02G098000.1	TraesCS3D02G083100.1
OG0010283	TraesCS3A02G083200.1	TraesCS3B02G098100.1	TraesCS3D02G083000.1
OG0010284	TraesCS3A02G083300.1	TraesCS3B02G098200.1	TraesCS3D02G082900.1
OG0010285	TraesCS3A02G083400.1	TraesCS3B02G098300.1	TraesCS3D02G082800.1
OG0010286	TraesCS3A02G083500.1	TraesCS3B02G098400.2	TraesCS3D02G082700.2
OG0010287	TraesCS3A02G083700.1	TraesCS3B02G098700.1	TraesCS3D02G083700.1
OG0010288	TraesCS3A02G083800.2	TraesCS3B02G098800.1	TraesCS3D02G083800.2
OG0010289	TraesCS3A02G083900.1	TraesCS3B02G099000.1	TraesCS3D02G084000.1
OG0010290	TraesCS3A02G084000.1	TraesCS3B02G099100.1	TraesCS3D02G084100.1
OG0010291	TraesCS3A02G084300.1	TraesCS3B02G099200.1	TraesCS3D02G084200.1
OG0010292	TraesCS3A02G084400.1	TraesCS3B02G099300.1	TraesCS3D02G084300.1
OG0010293	TraesCS3A02G084500.1	TraesCS3B02G099400.1	TraesCS3D02G084400.1
OG0010294	TraesCS3A02G084600.1	TraesCS3B02G099500.1	TraesCS3D02G084500.1
OG0010295	TraesCS3A02G084900.1	TraesCS3B02G100100.1	TraesCS3D02G085000.1
OG0010296	TraesCS3A02G085000.1	TraesCS3B02G100200.1	TraesCS3D02G085100.1
OG0010297	TraesCS3A02G085400.2	TraesCS3B02G100600.1	TraesCS3D02G085400.1
OG0010298	TraesCS3A02G085500.1	TraesCS3B02G100700.1	TraesCS3D02G085500.1
OG0010299	TraesCS3A02G085600.1	TraesCS3B02G100800.1	TraesCS3D02G085600.1
OG0010300	TraesCS3A02G085800.1	TraesCS3B02G101100.1	TraesCS3D02G085900.1
OG0010301	TraesCS3A02G086100.1	TraesCS3B02G101400.1	TraesCS3D02G086200.1
OG0010302	TraesCS3A02G086200.1	TraesCS3B02G101600.1	TraesCS3D02G086500.1
OG0010303	TraesCS3A02G086400.1	TraesCS3B02G101900.1	TraesCS3D02G086700.1
OG0010304	TraesCS3A02G086500.1	TraesCS3B02G102000.1	TraesCS3D02G086800.1
OG0010305	TraesCS3A02G086700.2	TraesCS3B02G102100.1	TraesCS3D02G086900.2
OG0010306	TraesCS3A02G086900.1	TraesCS3B02G102300.1	TraesCS3D02G087100.1
OG0010307	TraesCS3A02G087100.1	TraesCS3B02G102500.1	TraesCS3D02G087300.1
OG0010308	TraesCS3A02G087300.1	TraesCS3B02G102600.1	TraesCS3D02G087400.1
OG0010309	TraesCS3A02G087400.1	TraesCS3B02G102800.2	TraesCS3D02G087500.1
OG0010310	TraesCS3A02G087500.1	TraesCS3B02G102900.1	TraesCS3D02G087600.1
OG0010311	TraesCS3A02G087700.1	TraesCS3B02G103100.1	TraesCS3D02G087800.1
OG0010312	TraesCS3A02G087900.1	TraesCS3B02G103300.1	TraesCS3D02G088100.1
OG0010313	TraesCS3A02G088700.1	TraesCS3B02G104100.1	TraesCS3D02G088800.1
OG0010314	TraesCS3A02G088900.1	TraesCS3B02G104200.1	TraesCS3D02G089000.1
OG0010315	TraesCS3A02G089000.1	TraesCS3B02G104400.1	TraesCS3D02G089200.1
OG0010316	TraesCS3A02G089200.3	TraesCS3B02G104500.1	TraesCS3D02G089500.2
OG0010317	TraesCS3A02G089700.1	TraesCS3B02G105200.1	TraesCS3D02G089900.1
OG0010318	TraesCS3A02G090100.1	TraesCS3B02G105600.1	TraesCS3D02G090200.1
OG0010319	TraesCS3A02G091000.1	TraesCS3B02G106200.1	TraesCS3D02G090900.1
OG0010320	TraesCS3A02G091100.1	TraesCS3B02G106100.1	TraesCS3D02G091000.2
OG0010321	TraesCS3A02G091200.1	TraesCS3B02G106000.1	TraesCS3D02G091100.1
OG0010322	TraesCS3A02G091400.1	TraesCS3B02G106600.1	TraesCS3D02G091300.1
OG0010323	TraesCS3A02G091500.1	TraesCS3B02G106700.1	TraesCS3D02G091400.1
OG0010324	TraesCS3A02G091700.1	TraesCS3B02G106800.1	TraesCS3D02G091600.1
OG0010325	TraesCS3A02G091900.1	TraesCS3B02G107100.1	TraesCS3D02G091800.1
OG0010326	TraesCS3A02G092000.1	TraesCS3B02G107200.1	TraesCS3D02G091900.1
OG0010327	TraesCS3A02G092300.1	TraesCS3B02G107600.1	TraesCS3D02G092600.1
OG0010328	TraesCS3A02G092400.1	TraesCS3B02G107500.2	TraesCS3D02G092500.1
OG0010329	TraesCS3A02G092700.1	TraesCS3B02G107900.1	TraesCS3D02G092800.1
OG0010330	TraesCS3A02G092800.1	TraesCS3B02G108000.1	TraesCS3D02G092900.2
OG0010331	TraesCS3A02G092900.1	TraesCS3B02G108100.1	TraesCS3D02G093200.1
OG0010332	TraesCS3A02G093100.2	TraesCS3B02G108400.1	TraesCS3D02G093400.2
OG0010333	TraesCS3A02G093200.1	TraesCS3B02G108500.1	TraesCS3D02G093500.1
OG0010334	TraesCS3A02G093300.1	TraesCS3B02G109000.1	TraesCS3D02G093600.1
OG0010335	TraesCS3A02G093400.1	TraesCS3B02G108800.1	TraesCS3D02G093700.1
OG0010336	TraesCS3A02G093800.1	TraesCS3B02G109100.1	TraesCS3D02G094100.1
OG0010337	TraesCS3A02G093900.1	TraesCS3B02G109200.1	TraesCS3D02G094200.1
OG0010338	TraesCS3A02G094100.1	TraesCS3B02G109700.1	TraesCS3D02G094300.1
OG0010339	TraesCS3A02G094300.1	TraesCS3B02G109800.1	TraesCS3D02G094500.1
OG0010340	TraesCS3A02G094600.2	TraesCS3B02G110100.1	TraesCS3D02G094800.1
OG0010341	TraesCS3A02G094900.1	TraesCS3B02G110400.1	TraesCS3D02G095100.1
OG0010342	TraesCS3A02G095000.1	TraesCS3B02G110500.1	TraesCS3D02G095200.1
OG0010343	TraesCS3A02G095100.1	TraesCS3B02G110600.1	TraesCS3D02G095300.1
OG0010344	TraesCS3A02G095200.2	TraesCS3B02G110800.1	TraesCS3D02G095400.1
OG0010345	TraesCS3A02G095300.1	TraesCS3B02G110900.1	TraesCS3D02G095500.1
OG0010346	TraesCS3A02G095400.1	TraesCS3B02G111000.1	TraesCS3D02G095600.1
OG0010347	TraesCS3A02G095700.1	TraesCS3B02G111400.1	TraesCS3D02G096100.1
OG0010348	TraesCS3A02G095900.1	TraesCS3B02G111700.1	TraesCS3D02G096300.1
OG0010349	TraesCS3A02G096100.1	TraesCS3B02G111900.1	TraesCS3D02G096600.1
OG0010350	TraesCS3A02G096200.1	TraesCS3B02G112000.1	TraesCS3D02G096700.1
OG0010351	TraesCS3A02G096300.1	TraesCS3B02G112100.1	TraesCS3D02G096800.1
OG0010352	TraesCS3A02G096400.1	TraesCS3B02G112200.1	TraesCS3D02G096900.1
OG0010353	TraesCS3A02G096500.1	TraesCS3B02G112300.1	TraesCS3D02G097000.1
OG0010354	TraesCS3A02G096600.1	TraesCS3B02G112400.1	TraesCS3D02G097200.1
OG0010355	TraesCS3A02G096700.1	TraesCS3B02G112500.1	TraesCS3D02G097300.1
OG0010356	TraesCS3A02G096800.1	TraesCS3B02G112600.1	TraesCS3D02G097400.1
OG0010357	TraesCS3A02G096900.1	TraesCS3B02G112700.1	TraesCS3D02G097500.1
OG0010358	TraesCS3A02G097100.2	TraesCS3B02G112800.1	TraesCS3D02G097600.2
OG0010359	TraesCS3A02G097200.1	TraesCS3B02G112900.1	TraesCS3D02G097700.1
OG0010360	TraesCS3A02G097300.1	TraesCS3B02G113000.1	TraesCS3D02G097800.1
OG0010361	TraesCS3A02G097400.1	TraesCS3B02G113100.1	TraesCS3D02G097900.1
OG0010362	TraesCS3A02G097500.1	TraesCS3B02G113200.2	TraesCS3D02G098000.1
OG0010363	TraesCS3A02G097600.1	TraesCS3B02G113300.1	TraesCS3D02G098100.1
OG0010364	TraesCS3A02G097700.1	TraesCS3B02G113400.1	TraesCS3D02G098200.1
OG0010365	TraesCS3A02G097800.1	TraesCS3B02G113500.1	TraesCS3D02G098400.1
OG0010366	TraesCS3A02G098400.1	TraesCS3B02G114000.1	TraesCS3D02G098800.1
OG0010367	TraesCS3A02G098500.1	TraesCS3B02G114100.1	TraesCS3D02G098900.1
OG0010368	TraesCS3A02G098700.1	TraesCS3B02G114800.1	TraesCS3D02G099100.1
OG0010369	TraesCS3A02G098800.1	TraesCS3B02G115000.1	TraesCS3D02G099200.1
OG0010370	TraesCS3A02G099000.1	TraesCS3B02G115300.1	TraesCS3D02G099400.1
OG0010371	TraesCS3A02G099100.2	TraesCS3B02G115400.1	TraesCS3D02G099500.2
OG0010372	TraesCS3A02G099300.4	TraesCS3B02G115500.3	TraesCS3D02G099600.1
OG0010373	TraesCS3A02G099400.1	TraesCS3B02G115800.1	TraesCS3D02G099700.1
OG0010374	TraesCS3A02G099600.1	TraesCS3B02G116000.1	TraesCS3D02G099900.1
OG0010375	TraesCS3A02G099700.1	TraesCS3B02G116100.1	TraesCS3D02G100000.1
OG0010376	TraesCS3A02G099800.1	TraesCS3B02G116400.1	TraesCS3D02G100100.1
OG0010377	TraesCS3A02G100000.1	TraesCS3B02G116700.1	TraesCS3D02G100600.1
OG0010378	TraesCS3A02G100100.1	TraesCS3B02G116900.1	TraesCS3D02G100800.1
OG0010379	TraesCS3A02G100200.1	TraesCS3B02G117000.1	TraesCS3D02G100900.1
OG0010380	TraesCS3A02G100300.1	TraesCS3B02G117300.1	TraesCS3D02G101100.1
OG0010381	TraesCS3A02G100700.1	TraesCS3B02G117700.1	TraesCS3D02G101500.1
OG0010382	TraesCS3A02G100800.1	TraesCS3B02G118200.1	TraesCS3D02G102100.1
OG0010383	TraesCS3A02G101000.1	TraesCS3B02G118400.1	TraesCS3D02G102400.1
OG0010384	TraesCS3A02G101700.1	TraesCS3B02G119600.1	TraesCS3D02G104100.1
OG0010385	TraesCS3A02G101900.1	TraesCS3B02G119400.1	TraesCS3D02G103900.1
OG0010386	TraesCS3A02G102800.1	TraesCS3B02G120300.1	TraesCS3D02G105000.1
OG0010387	TraesCS3A02G103000.1	TraesCS3B02G120600.2	TraesCS3D02G105300.1
OG0010388	TraesCS3A02G103100.1	TraesCS3B02G120700.1	TraesCS3D02G105500.1
OG0010390	TraesCS3A02G103500.1	TraesCS3B02G120900.1	TraesCS3D02G105800.1
OG0010391	TraesCS3A02G103600.1	TraesCS3B02G121000.1	TraesCS3D02G105900.1
OG0010392	TraesCS3A02G103700.1	TraesCS3B02G121100.1	TraesCS3D02G106000.1
OG0010393	TraesCS3A02G103800.1	TraesCS3B02G121200.1	TraesCS3D02G106100.1
OG0010394	TraesCS3A02G104100.1	TraesCS3B02G122500.1	TraesCS3D02G106300.1
OG0010395	TraesCS3A02G104300.1	TraesCS3B02G122600.1	TraesCS3D02G106500.1
OG0010396	TraesCS3A02G104500.1	TraesCS3B02G123000.2	TraesCS3D02G106700.1
OG0010397	TraesCS3A02G104600.1	TraesCS3B02G123100.1	TraesCS3D02G106800.1
OG0010398	TraesCS3A02G104700.1	TraesCS3B02G123200.1	TraesCS3D02G106900.1
OG0010399	TraesCS3A02G104800.1	TraesCS3B02G123300.2	TraesCS3D02G107000.3
OG0010400	TraesCS3A02G104900.1	TraesCS3B02G123400.1	TraesCS3D02G107100.1
OG0010401	TraesCS3A02G105000.5	TraesCS3B02G123500.2	TraesCS3D02G107200.3
OG0010402	TraesCS3A02G105100.1	TraesCS3B02G123600.1	TraesCS3D02G107300.1
OG0010403	TraesCS3A02G105300.1	TraesCS3B02G123700.1	TraesCS3D02G107400.1
OG0010404	TraesCS3A02G105400.1	TraesCS3B02G123800.1	TraesCS3D02G107500.1
OG0010405	TraesCS3A02G105500.4	TraesCS3B02G124100.1	TraesCS3D02G107800.3
OG0010406	TraesCS3A02G105600.1	TraesCS3B02G124000.1	TraesCS3D02G107700.1
OG0010407	TraesCS3A02G105700.1	TraesCS3B02G124200.1	TraesCS3D02G107900.2
OG0010408	TraesCS3A02G105800.1	TraesCS3B02G124300.1	TraesCS3D02G108000.2
OG0010409	TraesCS3A02G105900.1	TraesCS3B02G124400.1	TraesCS3D02G108100.1
OG0010410	TraesCS3A02G106200.1	TraesCS3B02G124800.1	TraesCS3D02G108300.1
OG0010411	TraesCS3A02G106400.1	TraesCS3B02G125000.1	TraesCS3D02G108400.1
OG0010412	TraesCS3A02G106500.1	TraesCS3B02G125100.1	TraesCS3D02G108600.1
OG0010413	TraesCS3A02G106600.1	TraesCS3B02G125200.1	TraesCS3D02G108700.1
OG0010414	TraesCS3A02G106700.1	TraesCS3B02G125400.1	TraesCS3D02G109000.2
OG0010415	TraesCS3A02G107000.1	TraesCS3B02G125500.1	TraesCS3D02G109100.1
